PLACE_NM,COUNTRY_NM,CARD_UTILIIZA_PRICE,CARD_UTILIIZA_CAS_CO,BASE_QUARTER
BIFF광장&용두산공원&보수동책방골목,일본,226489999,5228,2020년 1분기
BIFF광장&용두산공원&보수동책방골목,대만,159608606,2703,2020년 1분기
BIFF광장&용두산공원&보수동책방골목,중국,53957560,864,2020년 1분기
BIFF광장&용두산공원&보수동책방골목,미국,48896670,1477,2020년 1분기
BIFF광장&용두산공원&보수동책방골목,태국,16107500,335,2020년 1분기
BIFF광장&용두산공원&보수동책방골목,홍콩,15292413,251,2020년 1분기
BIFF광장&용두산공원&보수동책방골목,말레이지아,14172925,293,2020년 1분기
BIFF광장&용두산공원&보수동책방골목,러시아,13883821,518,2020년 1분기
BIFF광장&용두산공원&보수동책방골목,싱가폴,12343320,224,2020년 1분기
BIFF광장&용두산공원&보수동책방골목,으스트레일리아,9202976,330,2020년 1분기
BIFF광장&용두산공원&보수동책방골목,베트남,6350408,52,2020년 1분기
BIFF광장&용두산공원&보수동책방골목,인도네시아,5490407,133,2020년 1분기
BIFF광장&용두산공원&보수동책방골목,영국,4873632,115,2020년 1분기
BIFF광장&용두산공원&보수동책방골목,프랑스,2046110,102,2020년 1분기
BIFF광장&용두산공원&보수동책방골목,독일,1728868,92,2020년 1분기
BIFF광장&용두산공원&보수동책방골목,필리핀,1597650,33,2020년 1분기
BIFF광장&용두산공원&보수동책방골목,마카오,1469090,12,2020년 1분기
BIFF광장&용두산공원&보수동책방골목,인도네시아,1338770,20,2020년 1분기
BIFF광장&용두산공원&보수동책방골목,노르웨이,1067520,28,2020년 1분기
BIFF광장&용두산공원&보수동책방골목,브라질,964180,28,2020년 1분기
BIFF광장&용두산공원&보수동책방골목,버뮤다,936370,23,2020년 1분기
BIFF광장&용두산공원&보수동책방골목,캐나다,929040,48,2020년 1분기
BIFF광장&용두산공원&보수동책방골목,벨기에,855600,6,2020년 1분기
BIFF광장&용두산공원&보수동책방골목,네덜란드,674600,22,2020년 1분기
BIFF광장&용두산공원&보수동책방골목,뉴질랜드,614500,30,2020년 1분기
BIFF광장&용두산공원&보수동책방골목,이탈리아,557170,38,2020년 1분기
BIFF광장&용두산공원&보수동책방골목,스페인,503200,27,2020년 1분기
BIFF광장&용두산공원&보수동책방골목,멕시코,425000,19,2020년 1분기
BIFF광장&용두산공원&보수동책방골목,칠레,350385,9,2020년 1분기
BIFF광장&용두산공원&보수동책방골목,아랍에미레이트,336200,11,2020년 1분기
BIFF광장&용두산공원&보수동책방골목,아르헨티나,307540,4,2020년 1분기
BIFF광장&용두산공원&보수동책방골목,덴마크,277800,16,2020년 1분기
BIFF광장&용두산공원&보수동책방골목,스웨덴,235600,14,2020년 1분기
BIFF광장&용두산공원&보수동책방골목,브루나이드루살렘,230300,10,2020년 1분기
BIFF광장&용두산공원&보수동책방골목,스위스,223400,16,2020년 1분기
BIFF광장&용두산공원&보수동책방골목,우크라이나,220700,5,2020년 1분기
BIFF광장&용두산공원&보수동책방골목,오스트리아,191300,6,2020년 1분기
BIFF광장&용두산공원&보수동책방골목,쿠웨이트,189400,2,2020년 1분기
BIFF광장&용두산공원&보수동책방골목,터키,175800,7,2020년 1분기
BIFF광장&용두산공원&보수동책방골목,사우디아라비아,175300,8,2020년 1분기
BIFF광장&용두산공원&보수동책방골목,핀란드,170600,16,2020년 1분기
BIFF광장&용두산공원&보수동책방골목,라오스,156220,1,2020년 1분기
BIFF광장&용두산공원&보수동책방골목,이스라엘,143100,3,2020년 1분기
BIFF광장&용두산공원&보수동책방골목,아일랜드,139300,2,2020년 1분기
BIFF광장&용두산공원&보수동책방골목,슬로바키아,128800,2,2020년 1분기
BIFF광장&용두산공원&보수동책방골목,에콰도르,119500,2,2020년 1분기
BIFF광장&용두산공원&보수동책방골목,체코,106300,9,2020년 1분기
BIFF광장&용두산공원&보수동책방골목,조지아,96200,1,2020년 1분기
BIFF광장&용두산공원&보수동책방골목,콜롬비아,84800,8,2020년 1분기
BIFF광장&용두산공원&보수동책방골목,폴란드,81600,8,2020년 1분기
BIFF광장&용두산공원&보수동책방골목,남아프리카공화국,74400,5,2020년 1분기
BIFF광장&용두산공원&보수동책방골목,포르투칼,64000,5,2020년 1분기
BIFF광장&용두산공원&보수동책방골목,카타르,63000,2,2020년 1분기
BIFF광장&용두산공원&보수동책방골목,푸에르토리코,50500,1,2020년 1분기
BIFF광장&용두산공원&보수동책방골목,카자흐스탄,40150,6,2020년 1분기
BIFF광장&용두산공원&보수동책방골목,에스토니아,39900,2,2020년 1분기
BIFF광장&용두산공원&보수동책방골목,헝가리,38100,3,2020년 1분기
BIFF광장&용두산공원&보수동책방골목,루마니아,35000,5,2020년 1분기
BIFF광장&용두산공원&보수동책방골목,크로아티아,34100,4,2020년 1분기
BIFF광장&용두산공원&보수동책방골목,파마나,31950,4,2020년 1분기
BIFF광장&용두산공원&보수동책방골목,케냐,20000,2,2020년 1분기
BIFF광장&용두산공원&보수동책방골목,발레루스,14740,2,2020년 1분기
BIFF광장&용두산공원&보수동책방골목,코스타리카,14350,2,2020년 1분기
BIFF광장&용두산공원&보수동책방골목,모로코,12800,1,2020년 1분기
BIFF광장&용두산공원&보수동책방골목,괌,12200,1,2020년 1분기
BIFF광장&용두산공원&보수동책방골목,슬로베니아,11000,3,2020년 1분기
BIFF광장&용두산공원&보수동책방골목,불가리,8000,1,2020년 1분기
BIFF광장&용두산공원&보수동책방골목,온두라스,8000,1,2020년 1분기
BIFF광장&용두산공원&보수동책방골목,보스니아헤르체고비치,7000,1,2020년 1분기
BIFF광장&용두산공원&보수동책방골목,러시아,10724112,406,2020년 2분기
BIFF광장&용두산공원&보수동책방골목,중국,9149345,102,2020년 2분기
BIFF광장&용두산공원&보수동책방골목,미국,7620500,419,2020년 2분기
BIFF광장&용두산공원&보수동책방골목,일본,3252310,66,2020년 2분기
BIFF광장&용두산공원&보수동책방골목,영국,2523362,70,2020년 2분기
BIFF광장&용두산공원&보수동책방골목,프랑스,2199950,142,2020년 2분기
BIFF광장&용두산공원&보수동책방골목,독일,733300,61,2020년 2분기
BIFF광장&용두산공원&보수동책방골목,태국,434800,15,2020년 2분기
BIFF광장&용두산공원&보수동책방골목,싱가폴,399310,12,2020년 2분기
BIFF광장&용두산공원&보수동책방골목,인도,390450,9,2020년 2분기
BIFF광장&용두산공원&보수동책방골목,대만,343200,12,2020년 2분기
BIFF광장&용두산공원&보수동책방골목,인도네시아,312100,14,2020년 2분기
BIFF광장&용두산공원&보수동책방골목,아일랜드,281000,6,2020년 2분기
BIFF광장&용두산공원&보수동책방골목,캐나다,267000,14,2020년 2분기
BIFF광장&용두산공원&보수동책방골목,베트남,250200,10,2020년 2분기
BIFF광장&용두산공원&보수동책방골목,이탈리아,210600,8,2020년 2분기
BIFF광장&용두산공원&보수동책방골목,오스트레일리아,202500,10,2020년 2분기
BIFF광장&용두산공원&보수동책방골목,스페인,198800,17,2020년 2분기
BIFF광장&용두산공원&보수동책방골목,말레이지아,183450,7,2020년 2분기
BIFF광장&용두산공원&보수동책방골목,스웨덴,183300,19,2020년 2분기
BIFF광장&용두산공원&보수동책방골목,푸에르토리코,151000,5,2020년 2분기
BIFF광장&용두산공원&보수동책방골목,홍콩,141000,6,2020년 2분기
BIFF광장&용두산공원&보수동책방골목,핀란드,133200,14,2020년 2분기
BIFF광장&용두산공원&보수동책방골목,카자흐스탄,108100,4,2020년 2분기
BIFF광장&용두산공원&보수동책방골목,칠레,105400,5,2020년 2분기
BIFF광장&용두산공원&보수동책방골목,브라질,97900,4,2020년 2분기
BIFF광장&용두산공원&보수동책방골목,싸이프러스,87150,3,2020년 2분기
BIFF광장&용두산공원&보수동책방골목,우크라이나,87100,10,2020년 2분기
BIFF광장&용두산공원&보수동책방골목,오스트리아,86800,3,2020년 2분기
BIFF광장&용두산공원&보수동책방골목,체코,75500,8,2020년 2분기
BIFF광장&용두산공원&보수동책방골목,필리핀,74720,5,2020년 2분기
BIFF광장&용두산공원&보수동책방골목,카타르,60000,2,2020년 2분기
BIFF광장&용두산공원&보수동책방골목,노르웨이,58000,1,2020년 2분기
BIFF광장&용두산공원&보수동책방골목,덴마크,55800,6,2020년 2분기
BIFF광장&용두산공원&보수동책방골목,터키,54000,5,2020년 2분기
BIFF광장&용두산공원&보수동책방골목,네덜란드,51200,10,2020년 2분기
BIFF광장&용두산공원&보수동책방골목,사우디아라비아,39100,2,2020년 2분기
BIFF광장&용두산공원&보수동책방골목,헝가리,36000,4,2020년 2분기
BIFF광장&용두산공원&보수동책방골목,아랍에미레이트,35900,1,2020년 2분기
BIFF광장&용두산공원&보수동책방골목,미얀ㅇ마,33000,1,2020년 2분기
BIFF광장&용두산공원&보수동책방골목,에콰도르,32200,2,2020년 2분기
BIFF광장&용두산공원&보수동책방골목,바하마,29900,3,2020년 2분기
BIFF광장&용두산공원&보수동책방골목,멕시코,29600,3,2020년 2분기
BIFF광장&용두산공원&보수동책방골목,폴란드,28800,4,2020년 2분기
BIFF광장&용두산공원&보수동책방골목,벨라루스,27700,1,2020년 2분기
BIFF광장&용두산공원&보수동책방골목,베네수엘라,26100,1,2020년 2분기
BIFF광장&용두산공원&보수동책방골목,크로아티아,22000,2,2020년 2분기
BIFF광장&용두산공원&보수동책방골목,스위스,18350,3,2020년 2분기
BIFF광장&용두산공원&보수동책방골목,포르투칼,17000,3,2020년 2분기
BIFF광장&용두산공원&보수동책방골목,몽고,15300,2,2020년 2분기
BIFF광장&용두산공원&보수동책방골목,슬로바키아,10000,1,2020년 2분기
BIFF광장&용두산공원&보수동책방골목,아이슬랜드,8000,1,2020년 2분기
BIFF광장&용두산공원&보수동책방골목,콜롬비아,7600,2,2020년 2분기
BIFF광장&용두산공원&보수동책방골목,이스라엘,5000,1,2020년 2분기
BIFF광장&용두산공원&보수동책방골목,벨기에,4400,1,2020년 2분기
BIFF광장&용두산공원&보수동책방골목,파라과이,3900,1,2020년 2분기
BIFF광장&용두산공원&보수동책방골목,에스토니아,3500,1,2020년 2분기
BIFF광장&용두산공원&보수동책방골목,미국,17986031,737,2020년 3분기
BIFF광장&용두산공원&보수동책방골목,러시아,9773250,138,2020년 3분기
BIFF광장&용두산공원&보수동책방골목,중국,6326944,165,2020년 3분기
BIFF광장&용두산공원&보수동책방골목,일본,2164210,97,2020년 3분기
BIFF광장&용두산공원&보수동책방골목,프랑스,1434720,84,2020년 3분기
BIFF광장&용두산공원&보수동책방골목,홍콩,1292400,3,2020년 3분기
BIFF광장&용두산공원&보수동책방골목,독일,1241304,49,2020년 3분기
BIFF광장&용두산공원&보수동책방골목,캐나다,702050,29,2020년 3분기
BIFF광장&용두산공원&보수동책방골목,인도네시아,580670,22,2020년 3분기
BIFF광장&용두산공원&보수동책방골목,대만,543830,20,2020년 3분기
BIFF광장&용두산공원&보수동책방골목,영국,522500,43,2020년 3분기
BIFF광장&용두산공원&보수동책방골목,필리핀,398250,12,2020년 3분기
BIFF광장&용두산공원&보수동책방골목,오스트레일리아,312100,9,2020년 3분기
BIFF광장&용두산공원&보수동책방골목,카타르,302653,5,2020년 3분기
BIFF광장&용두산공원&보수동책방골목,인도,230800,13,2020년 3분기
BIFF광장&용두산공원&보수동책방골목,스페인,215960,16,2020년 3분기
BIFF광장&용두산공원&보수동책방골목,핀란드,146800,6,2020년 3분기
BIFF광장&용두산공원&보수동책방골목,베트남,140000,8,2020년 3분기
BIFF광장&용두산공원&보수동책방골목,캄보디아,116230,21,2020년 3분기
BIFF광장&용두산공원&보수동책방골목,체코,111800,9,2020년 3분기
BIFF광장&용두산공원&보수동책방골목,말레이지아,106000,4,2020년 3분기
BIFF광장&용두산공원&보수동책방골목,싱가폴,100150,7,2020년 3분기
BIFF광장&용두산공원&보수동책방골목,이스라엘,100000,1,2020년 3분기
BIFF광장&용두산공원&보수동책방골목,멕시코,91900,9,2020년 3분기
BIFF광장&용두산공원&보수동책방골목,네덜란드,88600,7,2020년 3분기
BIFF광장&용두산공원&보수동책방골목,우크라이나,88440,11,2020년 3분기
BIFF광장&용두산공원&보수동책방골목,태국,86450,12,2020년 3분기
BIFF광장&용두산공원&보수동책방골목,베네수엘라,81700,1,2020년 3분기
BIFF광장&용두산공원&보수동책방골목,덴마크,81200,5,2020년 3분기
BIFF광장&용두산공원&보수동책방골목,브루나이드루살렘,77000,1,2020년 3분기
BIFF광장&용두산공원&보수동책방골목,아일랜드,75500,6,2020년 3분기
BIFF광장&용두산공원&보수동책방골목,이탈리아,54000,4,2020년 3분기
BIFF광장&용두산공원&보수동책방골목,노르웨이,48000,1,2020년 3분기
BIFF광장&용두산공원&보수동책방골목,바하마,48000,2,2020년 3분기
BIFF광장&용두산공원&보수동책방골목,뉴질랜드,47700,2,2020년 3분기
BIFF광장&용두산공원&보수동책방골목,파라과이,44400,2,2020년 3분기
BIFF광장&용두산공원&보수동책방골목,남아프리카공화국,44200,2,2020년 3분기
BIFF광장&용두산공원&보수동책방골목,미얀마,40900,4,2020년 3분기
BIFF광장&용두산공원&보수동책방골목,스위스,37450,5,2020년 3분기
BIFF광장&용두산공원&보수동책방골목,칠레,28800,1,2020년 3분기
BIFF광장&용두산공원&보수동책방골목,벨기에,25300,4,2020년 3분기
BIFF광장&용두산공원&보수동책방골목,사우디아라비아,22000,1,2020년 3분기
BIFF광장&용두산공원&보수동책방골목,브라질,21700,4,2020년 3분기
BIFF광장&용두산공원&보수동책방골목,루마니아,21100,3,2020년 3분기
BIFF광장&용두산공원&보수동책방골목,그리스,20200,3,2020년 3분기
BIFF광장&용두산공원&보수동책방골목,카자흐스탄,14000,1,2020년 3분기
BIFF광장&용두산공원&보수동책방골목,스웨덴,13300,3,2020년 3분기
BIFF광장&용두산공원&보수동책방골목,리투아니아,11800,2,2020년 3분기
BIFF광장&용두산공원&보수동책방골목,아랍에미레이트,8900,1,2020년 3분기
BIFF광장&용두산공원&보수동책방골목,가나,8000,1,2020년 3분기
BIFF광장&용두산공원&보수동책방골목,폴란드,8000,1,2020년 3분기
BIFF광장&용두산공원&보수동책방골목,버뮤다,7900,1,2020년 3분기
BIFF광장&용두산공원&보수동책방골목,헝가리,7700,1,2020년 3분기
BIFF광장&용두산공원&보수동책방골목,터키,3200,1,2020년 3분기
BIFF광장&용두산공원&보수동책방골목,라오스,1500,1,2020년 3분기
BIFF광장&용두산공원&보수동책방골목,미국,17585535,750,2020년 4분기
BIFF광장&용두산공원&보수동책방골목,중국,6489477,131,2020년 4분기
BIFF광장&용두산공원&보수동책방골목,러시아,2344633,74,2020년 4분기
BIFF광장&용두산공원&보수동책방골목,독일,1918008,62,2020년 4분기
BIFF광장&용두산공원&보수동책방골목,프랑스,1724365,117,2020년 4분기
BIFF광장&용두산공원&보수동책방골목,영국,1180120,62,2020년 4분기
BIFF광장&용두산공원&보수동책방골목,일본,1139550,76,2020년 4분기
BIFF광장&용두산공원&보수동책방골목,오스트레일리아,627200,13,2020년 4분기
BIFF광장&용두산공원&보수동책방골목,태국,620000,14,2020년 4분기
BIFF광장&용두산공원&보수동책방골목,대만,592300,22,2020년 4분기
BIFF광장&용두산공원&보수동책방골목,탄자니아,468500,5,2020년 4분기
BIFF광장&용두산공원&보수동책방골목,베트남,460000,14,2020년 4분기
BIFF광장&용두산공원&보수동책방골목,핀란드,334280,16,2020년 4분기
BIFF광장&용두산공원&보수동책방골목,바하마,256100,9,2020년 4분기
BIFF광장&용두산공원&보수동책방골목,필리핀,255200,9,2020년 4분기
BIFF광장&용두산공원&보수동책방골목,싱가폴,249980,12,2020년 4분기
BIFF광장&용두산공원&보수동책방골목,인도,220600,7,2020년 4분기
BIFF광장&용두산공원&보수동책방골목,노르웨이,219900,1,2020년 4분기
BIFF광장&용두산공원&보수동책방골목,멕시코,207650,11,2020년 4분기
BIFF광장&용두산공원&보수동책방골목,우크라이나,201700,5,2020년 4분기
BIFF광장&용두산공원&보수동책방골목,크로아티아,197400,2,2020년 4분기
BIFF광장&용두산공원&보수동책방골목,그리스,142500,3,2020년 4분기
BIFF광장&용두산공원&보수동책방골목,벨기에,138800,17,2020년 4분기
BIFF광장&용두산공원&보수동책방골목,캐나다,133700,4,2020년 4분기
BIFF광장&용두산공원&보수동책방골목,인도네시아,132700,13,2020년 4분기
BIFF광장&용두산공원&보수동책방골목,네덜란드,120500,5,2020년 4분기
BIFF광장&용두산공원&보수동책방골목,이탈리아,120000,7,2020년 4분기
BIFF광장&용두산공원&보수동책방골목,스페인,114100,11,2020년 4분기
BIFF광장&용두산공원&보수동책방골목,홍콩,99000,3,2020년 4분기
BIFF광장&용두산공원&보수동책방골목,캄보디아,75550,6,2020년 4분기
BIFF광장&용두산공원&보수동책방골목,베네수엘라,74000,9,2020년 4분기
BIFF광장&용두산공원&보수동책방골목,스웨덴,64900,8,2020년 4분기
BIFF광장&용두산공원&보수동책방골목,푸에르토리코,61800,5,2020년 4분기
BIFF광장&용두산공원&보수동책방골목,덴마크,59800,6,2020년 4분기
BIFF광장&용두산공원&보수동책방골목,말레이지아,54000,1,2020년 4분기
BIFF광장&용두산공원&보수동책방골목,에스토니아,47400,4,2020년 4분기
BIFF광장&용두산공원&보수동책방골목,터키,46000,2,2020년 4분기
BIFF광장&용두산공원&보수동책방골목,스위스,38900,4,2020년 4분기
BIFF광장&용두산공원&보수동책방골목,룩셈부르크,35400,2,2020년 4분기
BIFF광장&용두산공원&보수동책방골목,체코,34400,4,2020년 4분기
BIFF광장&용두산공원&보수동책방골목,ㅗㄹ란드,32000,4,2020년 4분기
BIFF광장&용두산공원&보수동책방골목,몽고,28600,1,2020년 4분기
BIFF광장&용두산공원&보수동책방골목,오스트리아,22800,4,2020년 4분기
BIFF광장&용두산공원&보수동책방골목,리투아니아,22500,2,2020년 4분기
BIFF광장&용두산공원&보수동책방골목,남아프리카공화국,20000,2,2020년 4분기
BIFF광장&용두산공원&보수동책방골목,아일랜드,17200,1,2020년 4분기
BIFF광장&용두산공원&보수동책방골목,불가리아,16900,1,2020년 4분기
BIFF광장&용두산공원&보수동책방골목,헝가리,15000,2,2020년 4분기
BIFF광장&용두산공원&보수동책방골목,괌,10000,1,2020년 4분기
BIFF광장&용두산공원&보수동책방골목,브라질,8950,2,2020년 4분기
BIFF광장&용두산공원&보수동책방골목,콜롬비아,8000,2,2020년 4분기
BIFF광장&용두산공원&보수동책방골목,벨라루스,7300,2,2020년 4분기
BIFF광장&용두산공원&보수동책방골목,포르투칼,5000,1,2020년 4분기
BIFF광장&용두산공원&보수동책방골목,이스라엘,4500,1,2020년 4분기
BIFF광장&용두산공원&보수동책방골목,루마니아,4000,1,2020년 4분기
BIFF광장&용두산공원&보수동책방골목,엘살바도르,700,1,2020년 4분기
BIFF광장&용두산공원&보수동책방골목,미국,6336600,227,2021년 1분기
BIFF광장&용두산공원&보수동책방골목,일본,1091516,32,2021년 1분기
BIFF광장&용두산공원&보수동책방골목,중국,851071,32,2021년 1분기
BIFF광장&용두산공원&보수동책방골목,영국,600700,15,2021년 1분기
BIFF광장&용두산공원&보수동책방골목,러시아,566150,27,2021년 1분기
BIFF광장&용두산공원&보수동책방골목,대만,303060,12,2021년 1분기
BIFF광장&용두산공원&보수동책방골목,싱가폴,298500,9,2021년 1분기
BIFF광장&용두산공원&보수동책방골목,프랑스,295727,17,2021년 1분기
BIFF광장&용두산공원&보수동책방골목,캐나다,229942,6,2021년 1분기
BIFF광장&용두산공원&보수동책방골목,필리핀,194936,3,2021년 1분기
BIFF광장&용두산공원&보수동책방골목,인도네시아,161800,9,2021년 1분기
BIFF광장&용두산공원&보수동책방골목,덴마크,153100,9,2021년 1분기
BIFF광장&용두산공원&보수동책방골목,태국,134600,7,2021년 1분기
BIFF광장&용두산공원&보수동책방골목,오스트레일리아,128200,5,2021년 1분기
BIFF광장&용두산공원&보수동책방골목,핀란드,112950,5,2021년 1분기
BIFF광장&용두산공원&보수동책방골목,홍콩,101800,1,2021년 1분기
BIFF광장&용두산공원&보수동책방골목,바하마,93600,3,2021년 1분기
BIFF광장&용두산공원&보수동책방골목,뉴질랜드,90000,1,2021년 1분기
BIFF광장&용두산공원&보수동책방골목,불가리아,76200,4,2021년 1분기
BIFF광장&용두산공원&보수동책방골목,코스타리카,66550,1,2021년 1분기
BIFF광장&용두산공원&보수동책방골목,콜롬비아,55800,4,2021년 1분기
BIFF광장&용두산공원&보수동책방골목,독일,43600,3,2021년 1분기
BIFF광장&용두산공원&보수동책방골목,멕시코,42200,4,2021년 1분기
BIFF광장&용두산공원&보수동책방골목,베트남,38000,1,2021년 1분기
BIFF광장&용두산공원&보수동책방골목,이탈리아,29500,2,2021년 1분기
BIFF광장&용두산공원&보수동책방골목,파키스탄,27700,2,2021년 1분기
BIFF광장&용두산공원&보수동책방골목,스페인,19500,1,2021년 1분기
BIFF광장&용두산공원&보수동책방골목,폴란드,14800,1,2021년 1분기
BIFF광장&용두산공원&보수동책방골목,벨라루스,8000,2,2021년 1분기
BIFF광장&용두산공원&보수동책방골목,캄보디아,8000,2,2021년 1분기
BIFF광장&용두산공원&보수동책방골목,체코,7700,1,2021년 1분기
BIFF광장&용두산공원&보수동책방골목,페루,7500,1,2021년 1분기
BIFF광장&용두산공원&보수동책방골목,브라질,7000,1,2021년 1분기
BIFF광장&용두산공원&보수동책방골목,에스토니아,6800,1,2021년 1분기
BIFF광장&용두산공원&보수동책방골목,말레이지아,5900,2,2021년 1분기
BIFF광장&용두산공원&보수동책방골목,미얀마,2600,1,2021년 1분기
BIFF광장&용두산공원&보수동책방골목,노르웨이,1000,1,2021년 1분기
감천문화마을,대만,21776580,1371,2020년 1분기
감천문화마을,중국,17799554,900,2020년 1분기
감천문화마을,일본,10600390,732,2020년 1분기
감천문화마을,미국,6179780,475,2020년 1분기
감천문화마을,오스트레일리아,2794930,272,2020년 1분기
감천문화마을,홍콩,1992600,79,2020년 1분기
감천문화마을,말레이지아,1972150,120,2020년 1분기
감천문화마을,싱가폴,1965080,117,2020년 1분기
감천문화마을,인도네시아,1748150,68,2020년 1분기
감천문화마을,태국,1273630,72,2020년 1분기
감천문화마을,러시아,1037210,95,2020년 1분기
감천문화마을,프랑스,892100,93,2020년 1분기
감천문화마을,영국,828000,90,2020년 1분기
감천문화마을,독일,557100,38,2020년 1분기
감천문화마을,스페인,556400,34,2020년 1분기
감천문화마을,필리핀,395500,18,2020년 1분기
감천문화마을,멕시코,340300,13,2020년 1분기
감천문화마을,이탈리아,270400,30,2020년 1분기
감천문화마을,뉴질랜드,255500,22,2020년 1분기
감천문화마을,베트남,241100,16,2020년 1분기
감천문화마을,스웨덴,226300,19,2020년 1분기
감천문화마을,캐나다,214500,28,2020년 1분기
감천문화마을,스위스,193100,18,2020년 1분기
감천문화마을,인도네시아,191000,15,2020년 1분기
감천문화마을,괌,154000,3,2020년 1분기
감천문화마을,아랍에미레이트,150000,6,2020년 1분기
감천문화마을,네덜란드,129400,12,2020년 1분기
감천문화마을,에콰도르,120000,2,2020년 1분기
감천문화마을,브라질,93600,12,2020년 1분기
감천문화마을,카자흐스탄,88500,8,2020년 1분기
감천문화마을,파키스탄,64500,2,2020년 1분기
감천문화마을,벨기에,56500,9,2020년 1분기
감천문화마을,콜롬비아,56000,4,2020년 1분기
감천문화마을,칠레,50000,3,2020년 1분기
감천문화마을,핀란드,46500,6,2020년 1분기
감천문화마을,브루나이드루살렘,43000,2,2020년 1분기
감천문화마을,그리스,39000,4,2020년 1분기
감천문화마을,체코,37700,7,2020년 1분기
감천문화마을,노르웨이,35000,5,2020년 1분기
감천문화마을,오스트리아,34300,3,2020년 1분기
감천문화마을,남아프리카공화국,28000,1,2020년 1분기
감천문화마을,헝가리,27800,3,2020년 1분기
감천문화마을,마카오,20000,2,2020년 1분기
감천문화마을,버뮤다,18500,3,2020년 1분기
감천문화마을,엘살바도르,18000,2,2020년 1분기
감천문화마을,사우디아라비아,12500,2,2020년 1분기
감천문화마을,이스라엘,12000,1,2020년 1분기
감천문화마을,아르헨티나,10000,1,2020년 1분기
감천문화마을,몽고,9000,1,2020년 1분기
감천문화마을,덴마크,8500,2,2020년 1분기
감천문화마을,폴란드,7000,1,2020년 1분기
감천문화마을,슬로베니아,5000,1,2020년 1분기
감천문화마을,미국,3329850,295,2020년 2분기
감천문화마을,프랑스,1645700,174,2020년 2분기
감천문화마을,영국,797500,111,2020년 2분기
감천문화마을,중국,531288,39,2020년 2분기
감천문화마을,독일,481900,74,2020년 2분기
감천문화마을,러시아,218370,34,2020년 2분기
감천문화마을,캐나다,202500,10,2020년 2분기
감천문화마을,스페인,156700,23,2020년 2분기
감천문화마을,스웨덴,156500,24,2020년 2분기
감천문화마을,스위스,146000,13,2020년 2분기
감천문화마을,카자흐스탄,133300,8,2020년 2분기
감천문화마을,네덜란드,133100,15,2020년 2분기
감천문화마을,일본,110300,10,2020년 2분기
감천문화마을,푸에르토리코,109400,6,2020년 2분기
감천문화마을,덴마크,104000,10,2020년 2분기
감천문화마을,체크,96500,151,2020년 2분기
감천문화마을,말레이지아,86500,10,2020년 2분기
감천문화마을,브라질,81100,7,2020년 2분기
감천문화마을,폴란드,77000,5,2020년 2분기
감천문화마을,노르웨이,68900,11,2020년 2분기
감천문화마을,홍콩,63800,5,2020년 2분기
감천문화마을,터키,62000,5,2020년 2분기
감천문화마을,칠레,56060,5,2020년 2분기
감천문화마을,멕시코,43500,4,2020년 2분기
감천문화마을,몽고,40000,3,2020년 2분기
감천문화마을,벨라르스,40000,5,2020년 2분기
감천문화마을,슬로바키아,39000,2,2020년 2분기
감천문화마을,베네수엘라,37300,5,2020년 2분기
감천문화마을,대만,33100,5,2020년 2분기
감천문화마을,이탈리아,31500,5,2020년 2분기
감천문화마을,핀란드,30200,10,2020년 2분기
감천문화마을,싱가폴,29500,3,2020년 2분기
감천문화마을,베트남,28100,2,2020년 2분기
감천문화마을,우크라이나,25500,5,2020년 2분기
감천문화마을,태국,25500,3,2020년 2분기
감천문화마을,루마니아,22500,2,2020년 2분기
감천문화마을,페루,20000,4,2020년 2분기
감천문화마을,벨기에,18500,4,2020년 2분기
감천문화마을,오스트리아,18500,3,2020년 2분기
감천문화마을,콜롬비아,18000,4,2020년 2분기
감천문화마을,필리핀,14000,2,2020년 2분기
감천문화마을,그리스,13400,1,2020년 2분기
감천문화마을,바하마,12500,2,2020년 2분기
감천문화마을,코트디부아르,12000,1,2020년 2분기
감천문화마을,오스트레일리아,11000,2,2020년 2분기
감천문화마을,이스라엘,9000,1,2020년 2분기
감천문화마을,인도,9000,2,2020년 2분기
감천문화마을,인도네시아,7000,2,2020년 2분기
감천문화마을,헝가리,4000,1,2020년 2분기
감천문화마을,미국,5586720,436,2020년 3분기
감천문화마을,중국,1221887,76,2020년 3분기
감천문화마을,프랑스,636600,81,2020년 3분기
감천문화마을,독일,552200,34,2020년 3분기
감천문화마을,영국,470800,57,2020년 3분기
감천문화마을,러시아,386770,26,2020년 3분기
감천문화마을,멕시코,213500,18,2020년 3분기
감천문화마을,일본,199700,28,2020년 3분기
감천문화마을,스웨덴,154200,24,2020년 3분기
감천문화마을,스페인,107600,16,2020년 3분기
감천문화마을,캐나다,97000,5,2020년 3분기
감천문화마을,콜롬비아,85200,8,2020년 3분기
감천문화마을,대만,76500,8,2020년 3분기
감천문화마을,핀란드,64900,13,2020년 3분기
감천문화마을,카자흐스탄,63900,6,2020년 3분기
감천문화마을,브라질,57000,4,2020년 3분기
감천문화마을,필리핀,55000,5,2020년 3분기
감천문화마을,우크라이나,53900,11,2020년 3분기
감천문화마을,스위스,45000,5,2020년 3분기
감천문화마을,체코,44000,7,2020년 3분기
감천문화마을,사우디아라비아,38500,2,2020년 3분기
감천문화마을,리투아니아,37900,3,2020년 3분기
감천문화마을,홍콩,31100,4,2020년 3분기
